id,file_path,method_name,method_parameter_types,method_return_type,line,api,name,description,type,analysis_id
1,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto1.java,main,,,11,javax.crypto.Cipher,ConstraintError,"First parameter (with value ""DES"") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}.",cryptoanalysis,1
2,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto1.java,main,,,12,javax.crypto.KeyGenerator,ConstraintError,"First parameter (with value ""DES"") should be any of {AES, HmacSHA224, HmacSHA256, HmacSHA384, HmacSHA512}.",cryptoanalysis,1
3,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto1.java,main,,,13,javax.crypto.Cipher,IncompleteOperationError,"Operation on object of type javax.crypto.Cipher object not completed. Expected call to update, wrap, doFinal.",cryptoanalysis,1
4,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto2.java,main,,,12,javax.crypto.KeyGenerator,ConstraintError,"First parameter (with value ""Blowfish"") should be any of {AES, HmacSHA224, HmacSHA256, HmacSHA384, HmacSHA512}.",cryptoanalysis,1
5,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto2.java,main,,,11,javax.crypto.Cipher,ConstraintError,"First parameter (with value ""Blowfish"") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}.",cryptoanalysis,1
6,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto2.java,main,,,13,javax.crypto.Cipher,IncompleteOperationError,"Operation on object of type javax.crypto.Cipher object not completed. Expected call to update, wrap, doFinal.",cryptoanalysis,1
7,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto3.java,main,,,12,javax.crypto.KeyGenerator,ConstraintError,"First parameter (with value ""RC2"") should be any of {AES, HmacSHA224, HmacSHA256, HmacSHA384, HmacSHA512}.",cryptoanalysis,1
8,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto3.java,main,,,13,javax.crypto.Cipher,IncompleteOperationError,"Operation on object of type javax.crypto.Cipher object not completed. Expected call to update, wrap, doFinal.",cryptoanalysis,1
9,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto3.java,main,,,11,javax.crypto.Cipher,ConstraintError,"First parameter (with value ""RC2"") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}.",cryptoanalysis,1
10,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto4.java,main,,,11,javax.crypto.Cipher,ConstraintError,"First parameter (with value ""RC4"") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}.",cryptoanalysis,1
11,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto4.java,main,,,13,javax.crypto.Cipher,IncompleteOperationError,"Operation on object of type javax.crypto.Cipher object not completed. Expected call to update, wrap, doFinal.",cryptoanalysis,1
12,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto4.java,main,,,12,javax.crypto.KeyGenerator,ConstraintError,"First parameter (with value ""RC4"") should be any of {AES, HmacSHA224, HmacSHA256, HmacSHA384, HmacSHA512}.",cryptoanalysis,1
13,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto5.java,main,,,11,javax.crypto.Cipher,ConstraintError,"First parameter (with value ""RC5"") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}.",cryptoanalysis,1
