id,file_path,method_name,method_parameter_types,method_return_type,line,api,name,description,type,analysis_id
884,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto1.java,main,,,11,,CIPHER_INTEGRITY,,findsecbugs,3
885,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto1.java,main,,,11,,DES_USAGE,,findsecbugs,3
886,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto1.java,main,,,12,,DES_USAGE,,findsecbugs,3
887,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto1.java,main,,,11,,ECB_MODE,,findsecbugs,3
888,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto2.java,main,,,11,,CIPHER_INTEGRITY,,findsecbugs,3
889,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto3.java,main,,,11,,CIPHER_INTEGRITY,,findsecbugs,3
890,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto4.java,main,,,11,,CIPHER_INTEGRITY,,findsecbugs,3
891,main/java/org/cambench/cap/basic/brokencrypto/BrokenCrypto5.java,main,,,11,,CIPHER_INTEGRITY,,findsecbugs,3
892,main/java/org/cambench/cap/basic/brokencrypto/CorrectedCrypto.java,main,,,11,,CIPHER_INTEGRITY,,findsecbugs,3
893,main/java/org/cambench/cap/basic/brokencrypto/CorrectedCrypto.java,main,,,11,,PADDING_ORACLE,,findsecbugs,3
894,main/java/org/cambench/cap/basic/brokenhash/BrokenHash1.java,main,,,11,,DMI_INVOKING_TOSTRING_ON_ARRAY,,findsecbugs,3
895,main/java/org/cambench/cap/basic/brokenhash/BrokenHash1.java,main,,,10,,DM_DEFAULT_ENCODING,,findsecbugs,3
896,main/java/org/cambench/cap/basic/brokenhash/BrokenHash1.java,main,,,9,,WEAK_MESSAGE_DIGEST_MD5,,findsecbugs,3
897,main/java/org/cambench/cap/basic/brokenhash/BrokenHash2.java,main,,,11,,DMI_INVOKING_TOSTRING_ON_ARRAY,,findsecbugs,3
898,main/java/org/cambench/cap/basic/brokenhash/BrokenHash2.java,main,,,10,,DM_DEFAULT_ENCODING,,findsecbugs,3
899,main/java/org/cambench/cap/basic/brokenhash/BrokenHash2.java,main,,,9,,WEAK_MESSAGE_DIGEST_SHA1,,findsecbugs,3
900,main/java/org/cambench/cap/basic/brokenhash/BrokenHash3.java,main,,,11,,DMI_INVOKING_TOSTRING_ON_ARRAY,,findsecbugs,3
901,main/java/org/cambench/cap/basic/brokenhash/BrokenHash3.java,main,,,10,,DM_DEFAULT_ENCODING,,findsecbugs,3
902,main/java/org/cambench/cap/basic/brokenhash/BrokenHash3.java,main,,,9,,WEAK_MESSAGE_DIGEST_MD5,,findsecbugs,3
903,main/java/org/cambench/cap/basic/brokenhash/BrokenHash4.java,main,,,11,,DMI_INVOKING_TOSTRING_ON_ARRAY,,findsecbugs,3
904,main/java/org/cambench/cap/basic/brokenhash/BrokenHash4.java,main,,,10,,DM_DEFAULT_ENCODING,,findsecbugs,3
905,main/java/org/cambench/cap/basic/brokenhash/BrokenHash4.java,main,,,9,,WEAK_MESSAGE_DIGEST_MD5,,findsecbugs,3
906,main/java/org/cambench/cap/basic/brokenhash/CorrectedHash.java,main,,,11,,DMI_INVOKING_TOSTRING_ON_ARRAY,,findsecbugs,3
907,main/java/org/cambench/cap/basic/brokenhash/CorrectedHash.java,main,,,10,,DM_DEFAULT_ENCODING,,findsecbugs,3
908,main/java/org/cambench/cap/basic/ecbmode/CorrectedEcbMode.java,main,,,11,,CIPHER_INTEGRITY,,findsecbugs,3
909,main/java/org/cambench/cap/basic/ecbmode/CorrectedEcbMode.java,main,,,11,,PADDING_ORACLE,,findsecbugs,3
910,main/java/org/cambench/cap/basic/ecbmode/EcbMode1.java,main,,,11,,CIPHER_INTEGRITY,,findsecbugs,3
911,main/java/org/cambench/cap/basic/ecbmode/EcbMode1.java,main,,,11,,ECB_MODE,,findsecbugs,3
912,main/java/org/cambench/cap/basic/insecurerandom/CorrectedRandom.java,main,,,14,,CIPHER_INTEGRITY,,findsecbugs,3
913,main/java/org/cambench/cap/basic/insecurerandom/CorrectedRandom.java,main,,,19,,DMI_RANDOM_USED_ONLY_ONCE,,findsecbugs,3
914,main/java/org/cambench/cap/basic/insecurerandom/CorrectedRandom.java,main,,,14,,PADDING_ORACLE,,findsecbugs,3
915,main/java/org/cambench/cap/basic/insecurerandom/InsecureRandom1.java,main,,,14,,CIPHER_INTEGRITY,,findsecbugs,3
916,main/java/org/cambench/cap/basic/insecurerandom/InsecureRandom1.java,main,,,19,,DMI_RANDOM_USED_ONLY_ONCE,,findsecbugs,3
917,main/java/org/cambench/cap/basic/insecurerandom/InsecureRandom1.java,main,,,14,,PADDING_ORACLE,,findsecbugs,3
918,main/java/org/cambench/cap/basic/insecurerandom/InsecureRandom1.java,main,,,18,,PREDICTABLE_RANDOM,,findsecbugs,3
919,main/java/org/cambench/cap/basic/insecurerandom/InsecureRandom1.java,main,,,21,,STATIC_IV,,findsecbugs,3
920,main/java/org/cambench/cap/basic/insecurerandom/InsecureRandom2.java,main,,,14,,CIPHER_INTEGRITY,,findsecbugs,3
921,main/java/org/cambench/cap/basic/insecurerandom/InsecureRandom2.java,main,,,20,,DMI_RANDOM_USED_ONLY_ONCE,,findsecbugs,3
922,main/java/org/cambench/cap/basic/insecurerandom/InsecureRandom2.java,main,,,19,,DMI_RANDOM_USED_ONLY_ONCE,,findsecbugs,3
923,main/java/org/cambench/cap/basic/insecurerandom/InsecureRandom2.java,main,,,14,,PADDING_ORACLE,,findsecbugs,3
924,main/java/org/cambench/cap/basic/pbeparameters/CorrectedPBE.java,main,,,14,,DLS_DEAD_LOCAL_STORE,,findsecbugs,3
925,main/java/org/cambench/cap/basic/pbeparameters/CorrectedPBE.java,main,,,11,,DMI_RANDOM_USED_ONLY_ONCE,,findsecbugs,3
926,main/java/org/cambench/cap/basic/pbeparameters/PBEParameters1.java,main,,,11,,DLS_DEAD_LOCAL_STORE,,findsecbugs,3
927,main/java/org/cambench/cap/basic/pbeparameters/PBEParameters1.java,main,,,11,,UC_USELESS_OBJECT,,findsecbugs,3
928,main/java/org/cambench/cap/basic/pbeparameters/PBEParameters1.java,main,,,8,,UC_USELESS_OBJECT,,findsecbugs,3
929,main/java/org/cambench/cap/basic/pbeparameters/PBEParameters1.java,main,,,12,,UC_USELESS_VOID_METHOD,,findsecbugs,3
930,main/java/org/cambench/cap/basic/pbeparameters/PBEParameters2.java,main,,,14,,DLS_DEAD_LOCAL_STORE,,findsecbugs,3
931,main/java/org/cambench/cap/basic/pbeparameters/PBEParameters2.java,main,,,11,,DMI_RANDOM_USED_ONLY_ONCE,,findsecbugs,3
932,main/java/org/cambench/cap/basic/smallkeysize/SmallKeySize2.java,main,,,15,,RSA_KEY_SIZE,,findsecbugs,3
933,main/java/org/cambench/cap/basic/staticiv/CorrectedIv.java,main,,,14,,CIPHER_INTEGRITY,,findsecbugs,3
934,main/java/org/cambench/cap/basic/staticiv/CorrectedIv.java,main,,,19,,DMI_RANDOM_USED_ONLY_ONCE,,findsecbugs,3
