3,Medium,"Cipher.getInstance("DES","The code appears to use the DES algorithm. This is no longer considered secure and a safe alternative such as AES should be used instead.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\basic\brokencrypto\BrokenCrypto1.java,11,"        Cipher cipher = Cipher.getInstance(""DES"");",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\basic\insecurerandom\InsecureRandom1.java,10,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\contextsensitivity\falsepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\contextsensitivity\truepositive\insecurerandom\CorrectedRandom.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\contextsensitivity\truepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\fieldsensitivity\falsepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\fieldsensitivity\truepositive\insecurerandom\CorrectedRandom.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\fieldsensitivity\truepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\flowsensitivity\falsepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\flowsensitivity\truepositive\insecurerandom\CorrectedRandom.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\flowsensitivity\truepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\interprocedural2\falsepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\interprocedural2\truepositive\insecurerandom\InsecureRandom1.java,10,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\interprocedural3\falsepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\interprocedural3\truepositive\insecurerandom\InsecureRandom1.java,10,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\mixedsensitivities\contextfield\falsepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\mixedsensitivities\contextflow\truepositive\insecurerandom\CorrectedRandom.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\mixedsensitivities\contextflow\truepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\mixedsensitivities\contextobject\falsepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\mixedsensitivities\contextpath\truepositive\insecurerandom\CorrectedRandom.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\mixedsensitivities\contextpath\truepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\mixedsensitivities\fieldflow\truepositive\insecurerandom\CorrectedRandom.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\mixedsensitivities\fieldflow\truepositive\insecurerandom\InsecureRandom1.java,11,"import java.util.Random;",False,"LawnGreen"
2,High,"java.util.Random","This package is flawed and produces predictable values for any given seed which are easily reproducible once the starting seed is identified.",D:\Uni\Master\Masterarbeit\Benchmarks\repositories\CamBench\CamBench_Cap\src\main\java\org\cambench\cap\mixedsensitivities\fieldobject\truepositive\insecurerandom\CorrectedRandom.java,11,"import java.util.Random;",False,"LawnGreen"
